Date,knn
2010-09-21,17.93615414546086
2010-09-28,18.121615189772385
2010-10-14,18.633384704589844
2010-10-27,17.03446153494028
2010-10-29,16.971846213707558
2010-11-11,18.575846158541164
2010-11-24,18.03961519094614
2010-12-13,16.812076862041767
2010-12-27,16.335307854872482
2010-12-29,16.671461545504055
2010-12-31,16.781769018906814
2011-01-05,16.876692038315994
2011-01-21,14.672077032235952
2011-01-24,14.655999917250414
2011-01-26,14.472538434542143
2011-01-28,14.339461620037373
2011-02-01,14.264230728149414
2011-02-02,14.640307573171762
2011-02-04,14.36392299945538
2011-02-08,14.32038453909067
2011-02-11,14.407922964829664
2011-02-15,14.823384578411396
2011-02-22,14.897769194382887
2011-02-25,14.377307745126577
2011-02-28,14.255923124460073
2011-03-02,14.933769226074219
2011-03-07,15.739461458646334
2011-03-11,15.385307678809532
2011-03-14,15.417076844435472
2011-03-17,15.686307760385366
2011-03-21,15.604769193209135
2011-03-30,16.607077231773964
2011-04-05,17.641692088200497
2011-04-14,17.168153762817383
2011-04-28,17.810461631188026
2011-05-04,16.76353821387658
2011-05-12,16.050538576566257
2011-05-26,15.459692368140587
2011-05-31,16.04000003521259
2011-06-02,16.272846148564266
2011-06-09,16.297384628882774
2011-06-10,16.4727694438054
2011-06-15,16.393230805030235
2011-06-30,17.031769092266376
2011-07-05,17.668307524461014
2011-08-11,16.40484597132756
2011-08-15,16.596077038691593
2011-08-17,16.556769297673153
2011-08-19,15.893153850848858
2011-08-22,15.751230973463793
2011-09-02,16.587230609013485
2011-09-06,16.50823079622709
2011-09-12,16.441384608928974
2011-09-14,15.619846270634579
2011-09-30,15.143307832571177
2011-10-12,14.838307747474083
2011-10-18,15.816846187298115
2011-10-21,15.585076918968788
2011-10-26,15.505769216097319
2011-10-31,16.03423074575571
2011-11-03,15.66038469167856
2011-11-10,15.255615381094126
2011-11-25,12.747538273151104
2011-12-01,13.447461641751802
2011-12-05,13.960461469796988
2011-12-30,13.104923174931454
2012-01-09,13.514230801508976
2012-01-10,13.296153948857235
2012-01-20,15.031692211444561
2012-01-24,15.21346165583684
2012-02-03,16.2324617092426
2012-02-24,16.97584607050969
2012-02-27,17.198461532592773
2012-02-29,16.92853824908917
2012-03-06,17.02569213280311
2012-03-20,16.705999814547024
2012-03-26,16.610768978412334
2012-04-04,17.376153799203728
2012-04-10,17.102769264808067
2012-04-19,17.2503845508282
2012-04-25,16.927461330707256
2012-05-01,17.21192315908579
2012-05-03,16.907846157367413
2012-05-10,15.927538651686449
2012-05-18,14.428230725801908
2012-05-25,14.518153704129732
2012-06-04,13.915538421043983
2012-06-11,15.308307647705078
2012-06-26,15.616384579585148
2012-07-17,17.254230645986702
2012-07-18,17.0511537698599
2012-07-26,16.388076928945686
2012-08-01,17.075384580172024
2012-08-14,17.709307743952824
2012-08-22,17.482461489163914
2012-08-24,17.391153775728664
2012-08-31,17.009692412156326
2012-09-05,16.874615155733547
2012-09-12,17.250846422635593
2012-09-17,18.154538521399864
2012-09-19,18.178384634164665
2012-10-05,19.756923088660606
2012-10-10,19.15576934814453
2012-10-15,18.793153762817383
2012-10-17,18.80438467172476
2012-10-18,18.779923072228065
2012-11-19,18.767076785747822
2012-12-05,20.735769271850586
2012-12-20,20.446153934185322
2012-12-24,20.542692331167366
2012-12-27,20.43115395766038
2012-12-31,20.447692430936375
2013-01-07,20.678846065814678
2013-01-10,20.21076935988206
2013-01-11,20.210384662334736
2013-01-25,20.350769336407
2013-02-08,19.31038475036621
2013-02-15,20.03423074575571
2013-02-19,20.02192321190467
2013-02-20,20.37961534353403
2013-02-26,19.45538462125338
2013-03-07,18.91092300415039
2013-03-26,18.295692443847656
2013-05-03,21.07038453909067
2013-05-08,21.082307668832634
2013-05-15,21.095769295325645
2013-05-28,20.69307694068322
2013-05-31,20.765769224900467
2013-06-04,20.226923282329853
2013-06-05,19.960000111506535
2013-06-11,18.988461861243614
2013-06-18,18.604461669921875
2013-06-20,18.02076926598182
2013-06-25,17.25076939509465
2013-06-26,17.427769440871018
2013-07-03,17.855461560762844
2013-07-19,18.696384576650765
2013-07-25,18.09284606346717
2013-08-15,16.28315368065467
2013-08-21,15.459846129784218
2013-08-29,14.039461576021635
2013-09-04,13.995923189016489
2013-09-17,16.345769001887394
2013-10-01,15.7014615719135
2013-10-11,16.614769202012283
2013-10-29,17.30123094411997
2013-11-01,18.07030780498798
2013-11-06,17.74738443814791
2013-11-11,16.83130748455341
2013-11-22,15.94876920259916
2013-12-03,16.304692341731144
2013-12-04,16.400692279522236
2013-12-05,17.133384411151592
2013-12-06,17.482230406541092
2013-12-10,17.85907686673678
2013-12-11,17.990000064556416
2013-12-12,17.791230861957256
2013-12-16,17.10807697589581
2013-12-30,17.05215366070087
2014-01-06,16.89123065655048
2014-01-15,17.01346177321214
2014-01-28,16.097384526179386
2014-01-30,15.63415395296537
2014-01-31,15.63761542393611
2014-02-07,15.94423088660607
2014-02-10,16.291692220247707
2014-02-12,16.67369248316838
2014-02-18,16.479307614839993
2014-03-10,18.064922772921047
2014-03-14,18.811692311213566
2014-03-26,19.91307684091421
2014-03-31,20.45115382854755
2014-04-04,20.39499987088717
2014-04-15,20.66923082791842
2014-04-16,20.33576935988206
2014-04-17,20.418846277090218
2014-04-21,20.444615584153397
2014-04-22,20.401153857891376
2014-04-30,19.79576932466947
2014-05-01,19.861923217773438
2014-05-07,20.375
2014-05-15,21.435769154475285
2014-06-05,23.84576914860652
2014-06-17,23.77346185537485
2014-06-18,23.596923241248497
2014-06-23,23.43884644141564
2014-06-24,23.636154174804688
2014-06-25,23.635769477257362
2014-06-27,23.46192315908579
2014-07-01,23.596923094529373
2014-07-07,24.40769254244291
2014-07-22,23.620769354013298
2014-08-01,23.645769119262695
2014-08-04,23.531153898972732
2014-08-08,23.615769459651066
2014-08-13,23.703846271221455
2014-08-18,24.40769254244291
2014-08-26,24.83076917208158
2014-09-17,24.604999982393704
2014-09-18,24.19153859065129
2014-10-03,23.411153940054085
2014-10-10,24.043846277090218
2014-10-13,23.83384631230281
2014-10-16,23.87307695242075
2014-10-22,24.861538520226112
2014-11-05,26.11346142108624
2014-11-06,26.641538473275993
2014-11-17,26.732692425067608
2014-12-10,25.44576908991887
2014-12-19,25.458461468036358
2014-12-24,25.421153728778545
2015-01-02,25.25230759840745
2015-01-09,26.101922842172478
2015-01-21,28.16615398113544
2015-01-22,29.219230798574593
2015-01-23,29.710000111506535
2015-01-26,30.031153458815353
2015-02-03,28.96076935988206
2015-02-06,29.075769131000225
2015-02-19,29.34961539048415
2015-02-24,29.747692108154297
2015-03-25,29.880769289456882
2015-03-30,28.752692295954777
2015-04-10,30.03307679983286
2015-04-13,29.23538457430326
2015-04-15,29.127692295954777
2015-04-30,28.608846224271336
2015-05-07,28.503076993502102
2015-05-12,28.626538496751053
2015-05-18,29.077307627751278
2015-05-22,29.458846165583683
2015-05-28,29.44153859065129
2015-06-16,28.48192317669208
2015-06-26,30.39615381681002
2015-07-08,31.076538526094875
2015-08-06,31.236153822678787
2015-08-21,30.392307721651516
2015-08-24,29.968461696918194
2015-09-01,29.104999982393704
2015-09-02,28.613076870258038
2015-09-08,28.448461679311897
2015-09-09,28.68192335275503
2015-09-10,28.481538625863884
2015-09-14,28.478077228252705
2015-09-25,29.50884613623986
2015-10-07,31.555768966674805
2015-10-20,31.40769239572378
2015-10-26,31.555769260113056
2015-11-05,30.48423092181866
2015-11-10,29.55307696415828
2015-11-12,29.068461491511417
2015-11-13,28.833461614755485
2015-12-14,28.482692278348484
2015-12-23,30.016538326556866
2015-12-28,30.250384404109074
2015-12-30,30.53730759253869
2016-01-25,27.64192302410419
2016-01-28,28.3738463475154
2016-02-02,29.883077181302586
2016-02-03,29.4734614445613
2016-02-05,29.22846163236178
2016-02-09,28.64692321190467
2016-02-26,26.611538666945236
2016-03-02,27.070384685809795
2016-03-04,28.124615595890926
2016-03-14,28.633846282958984
2016-03-17,28.7492308983436
2016-03-24,29.349999794593224
2016-03-29,28.99384615971492
2016-03-30,29.232692278348484
2016-04-01,30.59230745755709
2016-04-12,30.138461626493015
2016-04-21,31.4250001173753
2016-04-22,31.18461506183331
2016-04-25,31.37076920729417
2016-05-02,31.1996153317965
2016-05-05,31.26076918381911
2016-05-17,32.11961526137132
2016-05-19,32.01499997652494
2016-05-31,32.03384604820838
2016-06-03,32.85307708153358
2016-06-14,32.38961557241586
2016-06-17,32.68615414546086
2016-06-20,32.21769244854267
2016-06-21,32.83961560175969
2016-06-22,32.74038490882287
2016-06-23,32.7726924602802
2016-07-01,32.90115429804875
2016-07-06,32.88076928945688
2016-07-11,32.89153847327599
2016-07-19,34.5273076570951
2016-07-20,34.563461597149185
2016-07-29,34.6015384380634
2016-08-05,34.68230761014498
2016-08-10,34.51038448627178
2016-08-11,34.403845860407905
2016-08-22,35.772308349609375
2016-08-23,35.81500068077674
2016-09-01,35.871154491718
2016-09-13,36.06423069880559
2016-09-16,35.848077040452225
2016-09-19,35.75115438608023
2016-10-13,35.98038453322191
2016-10-31,35.72115443303035
2016-11-03,35.58653904841496
2016-11-07,34.7492308983436
2016-11-09,34.65692314734826
2016-11-16,34.626154092641976
2016-11-17,34.22807693481445
2016-11-21,32.57692307692308
2016-12-02,32.232692131629356
2016-12-08,32.18923069880559
2016-12-21,29.934230951162483
2016-12-27,30.53730759253869
2017-01-04,29.958076917208157
2017-01-06,30.43961524963379
2017-01-10,30.58153827373798
2017-01-13,31.625384697547325
2017-01-30,34.49038461538461
2017-02-02,34.70999996478741
2017-02-09,35.82269287109375
2017-02-21,35.873846787672775
2017-03-13,35.871154491718
2017-03-14,36.09846232487605
2017-03-16,36.31692358163687
2017-03-20,36.161153940054085
2017-03-30,36.8788460951585
2017-04-04,37.99499981219952
2017-04-07,38.919999636136566
2017-04-11,38.919999636136566
2017-04-13,38.9023076570951
2017-04-25,39.46730745755709
2017-04-26,39.998076512263374
2017-05-02,40.93230731670673
2017-05-08,41.42653802724985
2017-05-10,41.796922536996696
2017-05-15,43.03576924250676
2017-05-16,43.195769383357124
2017-05-22,43.31923088660607
2017-06-02,44.100384345421425
2017-06-06,44.171922830434944
2017-06-09,44.26192268958459
2017-06-19,44.29807662963867
2017-06-20,44.37153830895057
2017-06-30,44.16115364661584
2017-07-10,44.197691990779
2017-07-13,44.5046151968149
2017-07-14,44.95807677048903
2017-07-25,46.9023076570951
2017-07-26,47.13846147977389
2017-07-27,47.493846306434044
2017-08-24,47.719615349402794
2017-09-05,49.73076952420748
2017-09-07,47.90807665311373
2017-09-08,48.763460892897385
2017-09-12,49.708077063927284
2017-09-13,49.75653868455153
2017-09-15,49.0757689842811
2017-09-27,47.91461533766527
2017-09-28,47.268461374136116
2017-11-07,47.62346150324895
2017-11-27,49.52500005868765
2017-12-13,49.296538426325874
2017-12-15,48.65653815636268
2017-12-21,49.211153763991135
2017-12-28,50.44653819157527
2017-12-29,50.41076894906851
2018-01-09,50.24384571955754
2018-02-22,49.27269216684195
2018-02-23,48.43576871431791
2018-02-27,49.53346164409931
2018-03-01,48.518461374136116
2018-03-05,48.40192266610953
2018-03-15,49.58000007042518
2018-03-29,48.9273074223445
2018-04-12,48.471538250262924
2018-04-13,48.36153822678786
2018-04-20,48.907692249004654
2018-04-25,48.05500030517578
2018-04-26,47.80576970027043
2018-04-30,47.5
2018-05-04,49.25730778620793
2018-05-10,47.92653861412635
2018-05-11,48.45653798029973
2018-05-25,48.38769208467924
2018-05-31,50.06769268329327
2018-06-07,53.11615430391752
2018-06-13,52.930385002723106
2018-06-22,52.64153847327599
2018-07-26,53.66730734018179
2018-08-07,52.23076952420748
2018-08-09,52.80307740431566
2018-08-15,49.658077239990234
2018-08-23,50.29499992957482
2018-08-30,50.403077345628006
2018-09-17,49.26923076923077
2018-10-05,46.43615370530348
2018-10-15,44.06461539635291
2018-10-23,44.41076894906851
2018-10-29,46.24730770404522
2018-11-13,46.21423105093149
2018-12-07,50.74692271305965
2018-12-12,48.258076887864334
2018-12-13,48.236922630896935
2018-12-24,50.20884616558369
2018-12-31,51.17346220750075
2019-01-10,51.46346194927509
2019-01-16,50.7038459777832
2019-01-17,51.31038460364709
2019-01-31,47.85884651770959
2019-02-05,49.598846435546875
2019-03-01,50.652692354642426
2019-03-05,50.2719227717473
2019-03-12,52.758846282958984
2019-03-13,53.65846135066106
2019-03-15,55.74500010563777
2019-03-28,57.386922983022835
2019-03-29,57.05192272479717
2019-04-05,57.29423082791842
2019-04-08,57.20346128023588
2019-05-06,59.66346153846154
2019-05-07,59.303846212533806
2019-05-08,58.81846178494967
2019-05-13,58.32461518507738
2019-05-20,58.28423103919396
2019-05-21,60.65269206120418
2019-05-24,61.5015382033128
2019-06-06,63.80269300020658
2019-06-12,65.3773067180927
2019-06-13,65.0438455434946
2019-06-14,64.19730699979343
2019-06-27,64.11076853825496
2019-07-16,63.56615418654222
2019-08-12,56.272307469294624
2019-08-26,52.24653830895057
2019-08-28,53.6007699232835
2019-09-03,53.91000043428861
2019-09-04,53.10423102745643
2019-09-13,52.646923358623795
2019-09-16,52.48076952420748
2019-09-18,53.07923096876878
2019-09-23,54.821923182560845
2019-10-02,57.80346151498648
2019-10-09,56.24730770404522
2019-10-10,57.27807705218975
2019-10-16,57.27230776273287
2019-10-18,57.343845954308144
2019-10-31,61.79769193209135
2019-11-05,62.63615388136644
2019-11-07,62.72384584867037
2019-11-20,62.55769201425406
2019-11-21,62.36384582519531
2019-12-26,63.98961463341346
2020-01-02,62.70115397526668
2020-01-10,62.23461473905123
2020-01-14,62.96192286564754
2020-01-15,63.50269170907828
2020-01-23,59.14653866107647
2020-01-24,58.07153819157527
2020-01-29,57.40846193753756
2020-01-30,57.443077087402344
2020-02-04,57.71500015258789
2020-02-05,59.173461327186
2020-02-12,59.06923088660607
2020-02-13,59.755384298471306
2020-02-26,56.82884627122145
2020-04-08,36.43423080444336
2020-04-15,40.65346116286058
2020-04-16,40.53807625403771
2020-04-23,40.58499967134916
2020-05-12,40.34230716411884
2020-05-15,38.710384368896484
2020-05-18,38.05076892559345
2020-05-22,36.762692378117485
2020-06-02,42.1249994131235
2020-06-04,44.38730826744666
2020-06-16,42.63961557241586
2020-06-25,44.738461421086235
2020-07-01,46.127307598407455
2020-07-13,49.014999683086685
2020-07-14,47.78076964158278
2020-07-21,48.62692319429838
2020-07-24,50.128076993502106
2020-07-29,48.49884620079627
2020-07-31,47.90038475623498
2020-08-05,47.29846103374775
2020-08-12,47.443077087402344
2020-08-18,46.92423072228065
2020-08-19,47.67961502075195
2020-08-20,47.60576893733098
2020-08-21,47.52769206120418
2020-08-26,49.96923094529372
2020-09-03,50.79346231313852
2020-09-09,49.520769559420074
2020-09-24,47.934615501990685
2020-09-30,49.278461749737076
2020-10-14,55.98653852022611
2020-10-15,56.342308044433594
2020-10-20,57.13615388136644
2020-10-22,58.83499967134916
2020-11-09,63.22769223726713
2020-11-12,66.36038442758414
2020-11-23,67.20692267784706
2020-11-25,68.77000016432542
2020-12-04,68.36692340557391
2020-12-30,69.32230846698468
2020-12-31,70.8984621488131
2021-01-04,71.38999997652493
2021-01-13,74.03692333514874
2021-01-21,74.6999998826247
2021-01-27,73.15384674072266
2021-02-03,75.8015383206881
2021-02-04,77.00538400503305
2021-02-05,77.68461432823769
2021-02-10,82.13692298302284
2021-02-19,82.07615426870493
2021-02-25,81.72307704045222
2021-03-04,81.85076904296875
2021-03-12,82.14153817983774
2021-03-26,76.88153839111328
2021-03-29,77.16384535569411
2021-04-21,68.44307708740234
2021-04-27,69.57923067533054
2021-04-28,70.37692378117488
2021-05-03,71.75076939509465
2021-05-10,70.10769242506761
2021-05-17,69.11307584322415
2021-06-03,76.41615295410156
2021-06-14,76.62076862041766
2021-06-23,73.21923123873196
2021-06-24,73.76000096247746
2021-06-25,73.0000005868765
2021-07-09,73.29153794508714
2021-07-15,73.54153853196364
2021-08-04,70.72846104548528
2021-08-18,76.47692225529597
2021-08-24,77.05538353553185
2021-08-27,76.80538412240836
2021-08-30,76.6999998826247
2021-09-10,75.20769207294171
2021-09-13,75.32999948354868
2021-09-17,72.91846172626202
2021-09-24,73.58538524921124
2021-09-29,73.42846210186298
2021-10-08,73.88538477971004
2021-10-11,73.72923044057993
2021-11-08,71.03769273024339
2021-11-15,71.1438469519982
2021-11-23,70.04769193209134
2021-11-29,67.95923086313101
2021-12-02,66.854613670936
2021-12-09,67.43692310039813
2021-12-16,63.56038519052359
2021-12-22,63.438461597149185
2022-01-11,69.3546154315655
2022-01-25,67.44307650052585
2022-01-27,67.58307706392728
2022-01-31,64.26692229050856
2022-02-09,67.12538440410907
2022-02-11,68.24307720477765
2022-02-23,66.96230726975661
2022-02-24,66.55076833871695
2022-03-01,62.85961561936598
2022-03-02,61.71153816810021
2022-03-03,61.09153864933894
2022-03-11,57.56692299476037
2022-03-17,60.01307707566481
2022-03-18,61.581539154052734
2022-04-29,56.235384721022385
2022-05-04,55.99807709913988
2022-05-05,55.64076937161959
2022-05-06,53.421538426325874
2022-05-20,53.336538754976715
2022-05-23,53.195769383357124
2022-05-24,53.665385026198166
2022-05-26,54.791153540978065
2022-05-31,56.92846151498648
2022-06-08,57.55230771578275
2022-06-15,55.07307698176457
2022-06-16,52.49076901949369
2022-06-17,51.99346160888672
2022-06-24,56.05846170278696
2022-07-08,57.63230719933143
2022-07-22,57.612692025991585
2022-08-02,62.92461571326623
2022-08-18,63.49500039907602
2022-08-25,62.69884667029748
2022-09-12,65.24192369901218
2022-09-13,65.66653823852539
2022-09-27,58.05884669377254
2022-10-03,58.257691896878754
2022-10-18,59.0492304288424
2022-10-20,59.786153940054085
2022-10-28,62.66000014085036
2022-11-07,63.228076641376205
2022-11-11,66.03230696458083
2022-12-08,67.66000014085036
2022-12-14,69.5500001173753
2022-12-15,69.09923083965595
2022-12-20,69.33000007042519
2022-12-21,69.30230771578275
2022-12-27,67.32846186711238
2023-01-09,67.46615365835336
2023-01-26,68.17769270676833
2023-02-17,68.94692288912259
2023-03-07,68.23307741605319
2023-04-05,67.29307614839993
2023-04-26,69.92538393460788
2023-05-04,69.28846153846153
2023-05-18,66.99769240159254
2023-05-23,66.57153731126051
2023-05-25,63.78923034667969
2023-06-13,64.69461529071515
2023-06-21,65.45999967134915
2023-06-28,69.21615365835336
2023-07-05,69.62384620079628
2023-07-07,67.03000053992638
2023-07-10,67.13461479773888
2023-07-12,66.71461486816406
2023-07-14,68.26307619535007
2023-07-18,69.66000014085036
2023-07-24,70.4061531653771
2023-07-25,70.32846128023587
2023-08-08,66.85384544959435
2023-08-09,67.14230757493239
2023-08-10,67.62230682373047
2023-08-16,62.8796151968149
2023-08-28,63.257307492769684
2023-09-06,62.73692292433519
2023-09-14,65.38461479773888
2023-09-18,64.7515387901893
2023-10-03,58.45153896625225
2023-10-10,59.47461553720328
2023-10-31,57.51384617732121
2023-11-03,57.73538442758414
2023-11-10,56.918846130371094
2023-11-15,58.14999947181115
2023-11-17,58.18538460364709
2023-11-30,60.502307598407455
